customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
1069228,0,3815.899042,3672.601881,53549.49228,3,721,0
6043209,1,3214.507783,8410.327087,82139.09878,4,710,0
3696341,5,5114.174723,29777.41208,105098.5136,3,541,1
7164264,1,3878.313431,7861.594153,60359.34399,6,587,0
2056764,0,2674.325465,1137.337287,37336.03927,4,581,0
8838592,5,4429.009343,26716.4405,99683.45517,3,572,1
1333173,1,5582.363567,12095.47957,103419.2758,3,706,0
8044249,4,6151.278331,23255.14566,86046.89206,1,582,1
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0
6855647,1,5050.121922,9127.972294,97129.87374,6,705,0
7705484,0,2149.0705,1594.604164,41471.13448,5,672,0
8353705,4,2448.725785,8633.235167,38825.62225,6,568,1
2438598,0,4979.313632,4406.527131,72935.39338,4,511,0
4697237,1,4267.109917,10125.65275,71693.76513,4,640,0
5606201,0,2869.296274,4440.416974,53726.66419,4,709,0
8657174,0,3037.025908,6130.814575,62324.67423,2,707,0
7945285,0,1834.414296,1585.684165,32694.06961,8,651,0
8544432,0,5291.484161,846.7774634,84677.74634,3,662,0
6299123,2,5174.483976,13598.12768,96122.43767,7,766,0
5785982,0,3123.551351,2848.412825,49141.7287,6,692,0
3913463,1,3726.430399,5573.155053,66898.13695,6,590,0
5689764,0,4464.454642,6210.64164,73486.70488,5,657,0
3781641,3,5235.733354,17908.07126,87976.16249,2,592,1
8759358,2,4784.129283,9097.04171,75518.82694,7,718,0
2306791,0,4069.066702,2222.133458,79856.59991,3,720,0
1581185,0,3748.408787,5177.990608,61454.0597,3,636,0
6093138,0,2042.493602,3838.508156,38660.3946,2,654,0
8578451,0,3895.269812,4945.140186,59732.50624,4,513,0
3365880,5,4278.794095,17092.49453,57289.69237,4,587,1
2293998,2,5164.430161,6421.567001,74164.90788,7,671,0
7427998,1,2383.024193,3896.092048,44507.78601,5,655,0
4587569,5,5716.666522,27814.21041,99917.64426,3,609,1
7648411,0,4970.615776,6453.297616,78572.68649,5,641,0
7844104,0,6027.724179,5806.646784,73077.46245,4,621,0
2786846,1,3498.809573,10755.79258,86462.77035,5,658,0
8633630,5,7880.378251,35666.00602,110619.2778,4,594,1
8050047,2,2437.191313,11424.01949,66951.35809,5,622,0
6048680,2,3080.127733,7832.558514,55664.54023,7,636,0
4922734,1,2752.117415,4798.919493,50608.82719,5,603,0
1454794,0,4033.267836,674.501641,67450.1641,5,619,0
7101821,0,3701.529835,3517.488543,108757.5181,6,646,0
4260463,4,5713.43439,21401.27554,81627.55137,3,533,1
5918490,0,2775.333229,4337.521174,56307.00135,3,672,0
2280203,1,2600.417306,6322.254678,57515.94978,6,598,0
4205161,1,8087.428082,10684.59426,106782.9886,7,726,0
4765821,5,4993.661861,17091.06383,71136.19395,3,641,1
5369590,0,3885.381657,6371.889573,61724.55755,2,669,0
1680523,4,3823.758134,14488.29674,54329.6369,1,556,1
1118848,2,6149.398454,16834.85218,100334.7139,3,659,0
5749285,0,4220.273755,4191.787428,62097.69927,6,735,0
6744637,0,6287.503576,7028.876911,91578.92445,4,571,0
4991477,5,3305.069595,25520.98329,90774.47952,5,509,1
2616205,1,4513.34276,6340.695367,83099.56165,5,626,0
2007934,0,1766.099016,584.4968544,29518.52333,4,678,0
6889981,0,3517.154827,3036.347572,62988.14903,6,634,0
6238176,1,4751.479803,6860.502634,64591.80832,6,657,0
5820678,0,1800.207678,296.5909171,29659.09171,4,637,0
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0
2877561,0,3184.872696,3969.38643,43069.59111,2,692,0
7047567,2,2789.584509,11398.67272,68438.05762,6,723,0
7069051,0,2689.498576,4004.572287,51192.76073,3,562,0
5449669,1,2875.904756,5709.994486,46523.24506,7,713,0
2081349,0,3911.921829,3617.612501,87548.79748,5,598,0
4580778,0,7179.330435,9808.671634,106704.3437,3,584,0
7636397,1,4410.02249,8753.394822,81615.07161,6,651,0
5291335,2,6059.880611,12439.12657,92852.05008,9,626,0
5567448,0,4509.720845,6913.974978,83146.48342,3,583,0
4289123,1,3057.966392,6122.499682,65420.05402,5,674,0
1961905,0,6383.282594,7598.675434,94776.64247,5,633,0
4612284,4,3976.583011,16262.24358,60513.41862,1,559,1
8584572,2,3850.363446,11226.8107,72591.03982,6,684,0
2373091,1,2161.21338,3841.606668,34801.39284,4,735,0
4267324,1,5876.816909,11012.78109,102082.148,6,636,0
1269925,0,3873.883058,6417.802407,84764.40821,6,756,0
2882473,1,3445.65807,4603.413081,57432.49036,5,653,0
3357892,1,2762.785258,4325.307754,53055.63541,7,685,0
7617481,0,3796.11828,5896.570324,77839.42879,4,682,0
2553234,0,2699.789507,680.4998763,41406.15383,7,774,0
7890012,1,5207.648647,8965.955823,87991.7105,5,697,0
2165351,0,3214.882664,1999.123479,53423.72172,3,614,0
6733204,5,4720.508454,27947.97458,92090.59824,3,584,1
5096588,1,2267.137681,4199.813052,34491.6855,4,641,0
6528734,0,1513.430554,2244.788712,23559.2695,4,643,0
2021963,0,2531.447219,4757.480327,49892.87125,4,680,0
5423923,1,3606.145796,6250.846741,60756.29889,5,679,0
3772158,0,1796.157595,2207.473922,25010.49189,3,563,0
1067669,0,2299.140531,2811.547627,36483.06858,3,742,0
4744929,5,3119.189274,14707.21334,52337.50182,2,532,1
4906003,5,4615.493085,14784.73985,57558.67918,6,607,1
4981578,4,1676.725984,7647.5926,33732.56011,4,686,1
5001814,0,3575.01957,5101.294701,63226.38732,5,634,0
2440434,2,4211.644124,8643.382528,69078.4778,7,730,0
1273611,1,2415.207956,4946.684255,62122.91383,6,545,0
8373345,0,4790.726048,3236.670635,73466.87582,5,531,0
7431518,1,2884.87081,3317.616697,49870.52536,7,697,0
3215472,0,3924.027779,1269.6574,50712.61537,1,677,0
5557443,0,3294.758388,1939.218362,62843.21378,5,656,0
1030143,2,2785.562364,6000.632244,47328.74131,5,634,0
2906359,1,5253.969111,8804.099595,76769.75496,5,751,0
7285064,1,3459.988698,5361.699369,59771.98294,6,645,0
4058072,0,3874.611528,3206.100312,72266.90664,6,587,0
3002299,2,4243.873888,8509.170811,74644.89747,6,555,0
4792678,5,6120.536516,26221.02363,92202.28574,4,556,1
1335117,1,3949.704843,9605.213264,85565.77455,5,648,0
3783531,4,3872.037505,20563.88969,97590.82395,7,562,0
7258185,1,3966.361901,6527.980392,59602.04717,6,596,0
3859923,0,4146.561685,5398.562837,64375.34127,3,554,0
6665216,1,4009.047569,7732.618698,90525.96665,6,667,0
5851653,4,3100.809827,14054.89085,52521.44393,3,632,1
1737356,2,3206.807748,11331.42777,63168.28394,3,525,0
3611286,0,4110.704846,3694.286204,60717.99748,3,649,0
4570465,5,6163.80366,22891.73376,74879.65589,3,587,1
6383101,1,4110.069891,4137.760699,59412.10933,6,712,0
6928881,1,5223.989125,7286.720638,80991.62193,5,667,0
6990394,0,3245.900545,5009.467425,67426.65003,6,645,0
3118724,1,6254.294876,11407.09564,90949.14318,3,646,0
5864535,4,4104.430298,14233.09362,63489.52438,5,606,1
3224310,0,4277.033817,4359.413104,58893.09953,4,598,0
2135773,1,4371.119339,6693.943774,62842.60262,6,612,0
3498275,5,4489.257545,17259.83077,68401.78688,2,490,1
5627376,4,4524.685153,15769.59733,78829.16466,7,635,0
6894544,0,2857.504441,4060.096054,45065.01727,4,694,0
8038807,1,6344.103973,7070.706589,76047.41915,5,686,0
5136010,0,6862.67927,7079.410363,99700.10233,3,655,0
5894894,0,3417.068064,3531.732672,50605.67841,4,521,0
5183117,0,5018.65874,6452.636268,101785.6326,4,672,0
2168984,3,5789.876446,13089.75902,85299.5896,6,533,0
8919556,1,3379.990953,4498.1144,55641.25311,6,673,0
8873003,0,3815.773053,4200.687468,58757.99978,2,683,0
3190566,2,5194.982427,8474.763456,63814.34365,3,548,0
6891209,0,3136.403561,3087.738958,57318.21955,6,628,0
2349734,2,3740.981862,9458.390922,66417.17914,8,749,0
8019493,4,6385.692022,26030.90423,105021.1982,5,607,1
2721623,0,3175.865888,3578.399513,48466.67143,4,685,0
4408488,4,4250.229531,11937.99899,61705.29339,8,650,0
4155437,3,3975.339515,11809.40062,64345.1119,4,568,0
5746142,1,6425.52202,9610.401872,89511.87532,4,681,0
8582355,2,5020.632179,8967.049059,74044.40332,8,662,0
4417198,0,5095.76272,7560.917967,92145.33913,4,566,0
5918878,0,3227.726625,2620.095856,45176.62211,6,580,0
6985554,1,6160.555766,11017.64312,91417.51615,7,597,0
4500354,2,4241.954095,12817.87288,81565.23724,4,656,0
6542730,3,3456.057137,9359.40711,55679.87011,8,741,0
4894594,0,4119.77832,5600.84323,72583.89993,5,695,0
7814104,0,2130.744776,2260.426609,40854.25593,3,669,0
7337338,2,2420.921903,4096.213675,40491.83663,7,716,0
6490869,1,4632.523416,6998.099411,83267.6424,7,666,0
2100829,1,5652.163333,7471.88945,93847.57552,6,733,0
2385096,0,1245.36597,636.920466,18464.58613,3,475,0
4963158,0,3648.628104,2660.769199,53321.52026,3,558,0
1976547,5,4353.616955,26918.99298,85320.42731,4,589,1
8352529,0,6283.730938,2867.416421,92429.01896,3,633,0
6557988,5,6465.619257,25788.52416,86209.90661,4,686,1
6757594,0,2554.192452,2032.891786,62794.4263,4,689,0
3842204,5,3303.413563,14081.08903,54065.82427,3,673,1
7964164,3,1838.417197,9226.523255,40724.00693,5,649,0
2685945,5,5827.699094,26595.77806,88404.12011,2,579,1
3553471,0,2955.884729,2922.809204,46471.17864,4,592,0
2118635,0,6125.745268,2375.164565,86482.23586,2,591,0
2044719,5,2609.55343,12031.06091,41105.84434,5,728,1
8419252,0,2322.380465,2440.027074,38492.15745,4,649,0
1925180,5,3953.622655,16652.62854,56219.61162,3,642,1
2852293,2,6358.093287,16610.19224,95430.26906,5,626,0
1628363,1,772.9706822,1988.146746,19082.80078,3,615,0
6747106,0,3702.538282,2408.572436,75499.27123,5,655,0
7595098,1,4250.859078,6010.114775,73057.85734,7,752,0
8425387,3,5958.102339,12941.4633,70002.34484,4,582,0
2332956,5,3479.502788,14931.80856,56988.92226,4,520,1
5328237,2,3325.686655,13134.21962,86012.03221,4,626,0
5269776,0,4738.594387,6702.079563,94982.72693,3,637,0
8724194,5,4194.339297,17940.14287,67188.66182,3,558,1
2437702,1,5720.344503,10217.00208,89321.99075,6,715,0
8399441,0,4545.342262,6554.99744,81556.14511,5,547,0
3964026,0,6631.715979,8289.561229,103171.7885,3,683,0
4415763,0,2863.629712,2979.892352,49107.01107,2,669,0
7500422,2,6263.446796,15525.82364,86388.75053,5,616,0
2429834,3,5268.472872,17191.48776,84271.81285,4,606,0
5976325,0,3494.585538,5019.361403,74639.60108,3,682,0
4795685,1,2233.040504,5462.21697,49571.76917,6,694,0
8528290,0,5413.322548,3473.557926,73277.28454,4,571,0
6538976,5,5069.924765,27061.74485,87752.8963,4,605,1
6203032,0,6724.54209,3738.62143,87012.98514,2,760,0
6864481,0,3278.505192,4650.685435,64489.68835,5,648,0
4294684,0,4694.615787,4860.423871,74006.95216,4,693,0
3063966,4,4881.630077,19837.04438,82526.13401,5,652,1
1899325,0,4224.620829,3210.856377,87341.92211,5,706,0
4231925,1,4366.062947,11417.62362,96329.80726,3,585,0
6328138,0,1628.224064,1178.728237,22945.51843,3,613,0
6282008,2,3736.312607,10222.41948,59826.47942,3,640,0
4074480,1,2503.071141,3989.566811,35775.83173,6,674,0
8605191,0,5754.108133,1727.817099,73168.31154,4,594,0
3674432,1,4046.886347,8056.459594,67156.01152,5,696,0
4719420,1,4821.075352,7447.861135,80906.49679,6,595,0
7579723,4,3889.452505,14572.86442,58593.22685,2,682,1
6505931,0,3338.48609,5389.226165,70779.95097,5,522,0
2136532,0,3312.712812,2932.9688,59845.70049,5,710,0
7212875,2,7757.389118,13847.32655,105325.469,6,673,0
3666279,0,2141.99784,2516.832393,42500.5186,3,631,0
8294885,2,3353.219834,7784.64305,52503.9492,7,775,0
1436334,0,5444.719522,6443.983359,72190.37068,4,683,0
6649387,0,1791.898603,2484.332424,43474.80633,4,615,0
2325952,4,7257.145233,33846.5435,121346.0514,0,692,1
7506533,5,7516.613946,34431.28513,110858.505,3,659,1
5935610,5,3838.979905,17987.11053,69364.65894,6,523,1
7583358,1,4442.595893,5781.417232,76842.99478,7,653,0
6979004,0,4085.634878,820.6393796,82063.93796,4,557,0
8099678,2,3973.657805,9369.089493,63687.96336,5,725,0
3122757,1,5318.358155,6846.42862,90137.15643,5,645,0
3735509,3,5043.896491,14816.74108,83481.06361,5,643,0
6163884,1,3692.192911,6227.510502,64364.64003,7,656,0
5449290,2,8729.634257,15180.99072,116289.8622,5,547,0
2624090,3,5737.754755,17009.67596,81150.56651,5,591,0
8552887,1,5288.426456,5237.528081,83910.92987,6,670,0
8737744,1,5192.897588,11918.63576,87466.95298,3,535,0
4788945,2,4865.847316,15238.16133,93768.87711,6,680,0
8849531,0,2582.405695,1459.953649,39906.80807,2,604,0
6350228,0,4613.023974,6629.04622,102596.7528,2,587,0
5953991,2,1559.787581,4601.123932,25489.21675,3,680,0
3659357,0,3964.219887,3297.161548,58981.56294,2,610,0
7715955,1,4686.171327,6981.038364,66798.16522,5,688,0
2951271,0,7870.565358,5059.104252,96649.44895,6,736,0
7692292,0,4232.818033,5699.713752,77013.16561,5,629,0
8896053,0,4175.187748,2875.543945,59508.3302,4,565,0
4182456,0,2492.606451,4228.410783,51304.71935,5,635,0
7173017,5,6277.60766,29268.30503,96766.69729,4,502,1
7662017,0,3420.828745,3552.974616,62838.86515,5,751,0
4080181,3,4646.266068,13442.32491,60701.68951,2,636,1
4458023,1,2602.371704,5358.833175,53109.93483,7,637,0
1769864,5,8638.366979,32789.35274,111631.4497,4,627,1
1743855,1,1398.610404,2649.708007,21976.97259,4,808,0
4733481,0,4073.509733,2605.016456,58722.57072,5,628,0
8926250,5,5147.240256,24172.04657,80263.5013,5,699,1
6982915,0,2044.175904,2822.32483,53291.82315,5,571,0
8801271,5,1161.622575,4358.676331,15679.04216,3,656,1
1994622,0,2400.011482,2940.287718,41179.41264,3,702,0
5577735,0,4408.530867,6526.566353,80855.42605,3,598,0
4739563,1,6055.781329,11669.25375,94461.80098,3,583,0
2831029,1,3562.599104,5049.934779,51958.08895,6,585,0
8768241,0,3048.242505,2320.84863,51686.57087,3,631,0
3465582,0,3480.248736,5225.467493,54702.68846,4,710,0
5166994,0,5539.953278,6018.77226,82383.01556,4,587,0
7434183,4,3103.399217,13222.35757,56943.83738,5,595,1
4916162,1,5315.399029,12105.95241,116033.6859,5,718,0
3940405,1,5103.454463,6494.28236,70119.71569,4,696,0
4974939,0,3182.855198,5625.584262,66305.75915,5,641,0
7930626,0,4414.107643,8292.948642,78644.36769,5,597,0
1483377,0,2782.976666,4693.405651,61574.74352,5,636,0
1869686,3,2134.55906,6982.246551,33955.82279,2,622,1
7583003,0,4108.411025,6109.221156,68403.83758,4,705,0
4963164,3,3518.762182,13286.8404,66812.45997,5,627,0
6270923,1,6213.579561,11450.60109,100836.8991,4,587,0
8469963,5,4424.819601,20384.26767,73983.50212,5,466,1
2815777,3,4149.558504,12611.42901,68989.27516,4,676,0
5736580,5,4655.037497,17805.15733,61878.03605,4,665,1
1048623,0,4774.75626,4469.535616,77772.30174,6,645,0
6467769,5,4280.901448,21337.62586,71207.07966,3,536,1
4473386,0,1900.986419,3847.513701,41253.23552,4,670,0
4467576,2,5149.749879,11248.29766,76558.43967,3,577,0
3991729,0,1798.781031,1125.853784,30965.75281,6,648,0
1473500,2,2886.299266,8551.678397,72421.27727,8,693,0
4127457,5,4526.204583,18263.57037,68132.125,2,638,1
3819169,0,3593.848813,648.4536847,64845.36847,5,653,0
8301445,1,4380.282081,7210.509415,81805.58229,6,726,0
3937900,0,4288.289789,3218.942708,75866.45738,2,610,0
3112394,1,2837.829935,5097.639862,56393.90288,5,607,0
5647158,1,5050.294751,8271.918182,77954.06858,6,744,0
1520115,3,2083.689551,5628.897462,37749.53899,7,708,0
7892975,0,3041.2662,3628.841776,49445.67245,4,640,0
2431885,0,2808.36336,633.7052285,59887.20754,4,642,0
5243213,0,3877.815839,7412.771296,80568.18389,4,655,0
6999739,0,2853.326396,3086.037758,43838.53453,5,536,0
6375728,0,2282.40746,2915.238449,40307.78339,3,573,0
6207716,5,4029.120901,23608.0297,70688.73847,4,596,1
7629971,5,3837.924807,20105.33823,60772.965,4,578,1
5894347,2,3688.934763,8472.725133,60837.93048,6,678,0
8471910,0,3983.6763,6719.219449,93956.24066,6,481,0
6645706,1,3647.987402,4436.611986,61807.09221,6,626,0
7463831,0,3928.799813,2929.216684,59258.86563,6,599,0
2254219,0,4480.301345,7388.165976,83998.12004,3,671,0
1208264,1,3921.39497,7101.469091,64138.13594,5,719,0
4007276,0,4428.731632,1871.354794,78621.65929,4,652,0
4657503,0,3296.807754,3882.950911,58194.52692,4,689,0
4096201,3,3477.427531,11703.17663,56829.66987,3,672,1
4511773,0,5295.409696,7681.703656,69913.65807,2,686,0
6685377,1,2279.573451,4207.273725,38656.46856,4,508,0
6399908,5,6612.864461,26867.80342,95484.20393,3,508,1
3632088,3,3592.64706,13832.80847,66806.85845,6,632,0
6652713,0,5254.585205,4235.009482,78727.73528,6,674,0
4171785,1,6132.273139,11441.89538,87718.39444,5,711,0
8466806,0,2788.659451,4281.230091,65894.18233,5,610,0
6717133,5,5781.08226,26382.09481,83838.47345,4,611,1
1795767,5,5700.276794,26488.38806,92408.95124,3,563,1
5593974,0,4084.190132,1954.807927,71765.78224,4,687,0
7251499,0,3125.744929,5527.530353,88913.64545,6,680,0
5449533,1,5654.793166,6422.752118,83433.35351,5,617,0
7863317,0,2407.832733,3965.907967,41116.64213,4,650,0
4994481,1,6288.85966,8659.953799,87570.08513,4,691,0
7590166,1,3900.251669,7899.511848,79331.86049,5,630,0
6471692,0,1820.797385,3193.597105,42945.18409,6,647,0
2725587,0,4666.030644,2868.036196,68800.0631,5,731,0
6809367,4,5759.938932,22075.14038,82613.51713,3,648,1
6603449,0,6769.018957,3353.974162,98358.51469,1,632,0
3116295,5,4924.18635,19222.27301,68772.97856,2,644,1
5314521,1,4546.658146,9184.921934,78897.65907,5,701,0
8749364,0,2701.848689,3896.229771,63045.80042,5,597,0
7388400,5,1638.272823,9853.210742,31180.11516,2,618,1
1822990,0,4309.2374,4339.783315,66627.25159,5,586,0
1614863,0,4553.580228,942.5882575,94258.82575,5,606,0
1326443,0,4917.211867,7313.751921,93533.48746,3,608,0
6620420,0,2886.126559,5083.890754,63053.82913,3,601,0
8215007,1,2786.896539,8267.909213,78945.05344,5,611,0
8097159,1,2653.699417,5212.351275,48634.33793,6,604,0
3944581,0,6497.219051,9015.379962,124317.1693,4,610,0
5219766,1,6605.685327,13085.73352,84427.7947,3,684,0
6314026,1,5387.692424,8408.482367,77271.27691,5,658,0
6915560,5,2312.683171,23734.39916,66450.11905,5,557,1
3076393,3,4921.612545,12795.9136,69407.04713,4,607,0
3136897,1,5057.670629,10220.47239,100113.9828,6,539,0
4884959,2,4265.324672,10992.81977,70174.59124,5,665,0
1810103,1,4379.556894,6895.11199,66764.16367,6,666,0
3302159,1,3097.726306,5869.772482,46601.89065,5,746,0
4533385,0,5587.896567,6187.078156,93643.05616,3,547,0
8681980,1,4018.074746,5967.563042,61029.69369,5,683,0
5681159,0,6340.113662,2492.875088,111272.6914,2,572,0
3229628,0,4618.442648,2520.068873,66941.65827,3,647,0
8214578,0,5047.954915,6863.730333,76614.1146,5,614,0
2744800,2,3409.418479,8977.27172,79663.98756,6,555,0
8081952,1,2318.533799,3953.867057,35303.43939,7,555,0
7683882,4,5684.717836,17655.18611,86966.27279,5,536,1
8203165,0,3834.651319,4786.764461,66277.55024,5,670,0
4168771,0,6267.988685,5396.157444,88878.79936,3,627,0
6670185,0,3960.814612,6746.168643,73469.25763,3,609,0
3947324,0,4130.422885,1749.347943,59001.9326,2,484,0
1947128,0,2379.489254,1402.773808,50928.4222,4,585,0
6578481,2,3637.942605,11816.70657,67412.03101,3,596,0
3194189,1,4455.630481,8261.398433,83089.12888,7,671,0
3802810,2,3619.857951,11012.95755,61770.64478,3,601,0
1344601,5,5359.113941,22886.82158,83477.58338,3,640,1
6318664,1,4508.65364,8907.094594,81131.16826,6,548,0
5423738,1,5697.61176,9131.977778,81124.04055,4,698,0
1617987,0,5465.042881,4614.327075,83454.52049,4,615,0
4658741,5,4441.486094,22838.88517,81900.15244,3,610,1
7314559,1,3173.914292,4546.234225,47484.2021,6,657,0
8005686,4,3124.798694,14791.12847,59611.90764,5,631,1
6893696,0,905.2093892,918.1759316,13591.98801,3,604,0
